REF_AREA,Geographic area,Regional group,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Reference Date,Observation Value,Lower Bound,Upper Bound,Standard Error,Country notes,Observation Status,Unit of measure,Series Type,Series Category,Series Method,Age Group of Women,Time Since First Birth,Definition,Interval
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1992.5,333.4166454,252.3344599,430.7705721,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1993.5,327.8641342,247.9764024,423.0293766,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1994.5,226.9921062,171.8813082,294.4437962,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1995.5,266.8627335,202.8437022,345.8848225,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1996.5,259.2022196,198.3760515,335.6901081,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1997.5,250.8705722,192.619903,324.8555182,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1998.5,424.7203392,328.5551001,549.9418173,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,1999.5,191.3079057,148.052986,246.1656119,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2000.5,182.6838004,141.72741,234.0621762,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2001.5,173.8902049,135.4510328,221.8416723,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2002.5,165.1068525,128.9161615,209.8773611,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2003.5,156.3969772,122.4815663,199.2203017,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2004.5,148.2088714,116.1059655,188.9393047,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2005.5,140.6886157,109.7801992,180.2665945,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2006.5,133.607337,103.2030696,172.790455,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2007.5,127.2108351,96.76567021,166.3257755,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2008.5,120.3964699,89.22750864,160.5133519,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2009.5,114.0087409,81.60333252,157.3058071,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2010.5,108.4198391,74.65778241,154.1427663,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2011.5,103.3231124,67.68279415,151.4453104,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2012.5,99.40456317,61.61759241,152.2232877,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2013.5,97.45040392,57.16921463,156.0951099,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2014.5,180.8528174,100.7831447,302.8443567,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2015.5,234.8061984,122.679112,410.2711144,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2016.5,262.2992411,128.5054446,478.1060722,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2017.5,276.6192579,127.0343981,530.5396313,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2018.5,129.7979754,55.16867281,261.3476744,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2019.5,95.44468678,37.68840963,202.6395917,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2020.5,95.23786968,34.84921645,211.8224931,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2021.5,95.02523831,32.24123158,224.0312675,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2022.5,94.73062269,29.85375016,237.037545,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Highest,UN IGME estimate,2023,2023.5,94.46474137,27.71498279,251.915292,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Household Health Survey 2010 (Direct),2010,1986.5,135.6,NA,NA,29.5,NA,Excluded from IGME,"Deaths per 1,000 live births",Direct,MICS,Survey/Census with Full Birth Histories,NA,NA,NA,5
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Household Health Survey 2010 (Direct),2010,1991.5,131.1,NA,NA,20.1,NA,Excluded from IGME,"Deaths per 1,000 live births",Direct,MICS,Survey/Census with Full Birth Histories,NA,NA,NA,5
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Household Health Survey 2010 (Direct),2010,1996.5,86.1,NA,NA,8.6,NA,Excluded from IGME,"Deaths per 1,000 live births",Direct,MICS,Survey/Census with Full Birth Histories,NA,NA,NA,5
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Household Health Survey 2010 (Direct),2010,2001.5,60,NA,NA,6.7,NA,Excluded from IGME,"Deaths per 1,000 live births",Direct,MICS,Survey/Census with Full Birth Histories,NA,NA,NA,5
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Household Health Survey 2010 (Direct),2010,2006,51.9,NA,NA,5.1,NA,Excluded from IGME,"Deaths per 1,000 live births",Direct,MICS,Survey/Census with Full Birth Histories,NA,NA,NA,4
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Household Health Survey 2010 (Direct),2010,2009,54,NA,NA,5.4,NA,Excluded from IGME,"Deaths per 1,000 live births",Direct,MICS,Survey/Census with Full Birth Histories,NA,NA,NA,2
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Sudan Household Health Survey 2006 (Household Deaths),2006,2006.3,135.3,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Household Deaths,Others,Survey/Census with Household deaths,NA,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Sudan Household Health Survey 2006 (Indirect),2006,1991.6,138,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Sudan Household Health Survey 2006 (Indirect),2006,1994.3,111,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Sudan Household Health Survey 2006 (Indirect),2006,1996.6,120,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Sudan Household Health Survey 2006 (Indirect),2006,1998.8,124,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Sudan Household Health Survey 2006 (Indirect),2006,2000.9,127,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Sudan Household Health Survey 2006 (Indirect),2006,2002.9,100,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Demography of Forced Migration Project DFMP survey 1999 (Indirect),1999,1986.1,202.9,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Demography of Forced Migration Project DFMP survey 1999 (Indirect),1999,1989,176.9,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Demography of Forced Migration Project DFMP survey 1999 (Indirect),1999,1991.4,181.2,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Demography of Forced Migration Project DFMP survey 1999 (Indirect),1999,1993.6,240,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Demography of Forced Migration Project DFMP survey 1999 (Indirect),1999,1995.6,206.4,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Demography of Forced Migration Project DFMP survey 1999 (Indirect),1999,1997.3,154.4,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UNICEF Survey 1985 (Indirect),1985,1974.5,284.5,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UNICEF Survey 1985 (Indirect),1985,1976.9,285.6,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UNICEF Survey 1985 (Indirect),1985,1977.8,293.2,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UNICEF Survey 1985 (Indirect),1985,1978.2,292.1,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UNICEF Survey 1985 (Indirect),1985,1978.9,219.1,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UNICEF Survey 1985 (Indirect),1985,1980,153.7,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Others,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1955-1956 (Household Deaths),1955-1956,1955.5,365.6,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Household Deaths,Census,Survey/Census with Household deaths,NA,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 2008 (Indirect),2008,1994.9,201,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 2008 (Indirect),2008,1997.6,187,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 2008 (Indirect),2008,1999.6,173,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 2008 (Indirect),2008,2001.4,149,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 2008 (Indirect),2008,2003.1,133,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 2008 (Indirect),2008,2004.8,112,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 2008 (Household Deaths),2008,2007.9,424.9123,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Household Deaths,Census,Survey/Census with Household deaths,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1993 (Indirect),1993,1981,259.2,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1993 (Indirect),1993,1983.6,251.7,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1993 (Indirect),1993,1985.2,246.8,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1993 (Indirect),1993,1986.4,240.6,NA,NA,NA,NA,Included in IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1993 (Indirect),1993,1987.7,230.6,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1993 (Indirect),1993,1989.2,202.1,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1973 (Indirect),1973,1957,268.3,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1973 (Indirect),1973,1959.9,280.3,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1973 (Indirect),1973,1962.8,273.5,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1973 (Indirect),1973,1965.7,282,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1973 (Indirect),1973,1968.3,290.4,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1973 (Indirect),1973,1970.6,312.1,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1968.6,225.1,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1970.2,198.7,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,45 to 49 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1971.5,237.5,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1973.2,218.1,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,40 to 44 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1974.2,248.5,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1975.8,202.6,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,35 to 39 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1976.7,232.2,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1978,210.1,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,30 to 34 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1978.9,236.2,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1980,214.6,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,25 to 29 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1980.9,236,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1983 (Indirect),1983,1981.5,234,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Indirect,Census,Survey/Census with Summary Birth Histories,20 to 24 years old,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,Census 1993 (Household Deaths),1993,1992.8,273.6,NA,NA,NA,NA,Excluded from IGME,"Deaths per 1,000 live births",Household Deaths,Census,Survey/Census with Household deaths,NA,NA,NA,NA
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1954.5,372.3968945,295.8218835,482.1727835,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1955.5,369.0558225,297.6382934,470.3949712,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1956.5,366.3322266,295.5688956,462.5902787,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1957.5,363.2209215,290.7427748,459.6183936,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1958.5,360.2235158,282.7008105,459.4015081,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1959.5,357.5359412,276.4576352,461.0161381,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1960.5,354.9108803,269.8121288,463.5396672,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1961.5,352.2642108,262.9678597,466.5005893,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1962.5,349.3869829,256.9162256,470.0161413,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1963.5,345.8377015,251.578856,470.3185313,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1964.5,342.7292295,246.5315955,469.4532524,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1965.5,339.857306,242.3064698,467.698685,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1966.5,336.208798,238.9340703,464.8022814,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1967.5,332.6054879,235.6666878,460.1461503,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1968.5,329.2807018,233.9343037,456.8221093,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1969.5,326.0579221,231.9501125,453.1134915,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1970.5,322.547359,231.4410931,446.5117595,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1971.5,319.1440339,229.8950352,438.6779956,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1972.5,316.092688,229.261101,431.4855301,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1973.5,312.8487933,228.923485,423.4990903,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1974.5,309.3399019,228.542165,414.0084091,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1975.5,305.8296773,228.5181464,404.8686561,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1976.5,301.9307317,229.1576292,396.1132109,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
SSD,South Sudan,NA,Under-five mortality rate,Total,Total,UN IGME estimate,2023,1977.5,298.4959368,228.2682305,387.4004256,NA,NA,Normal value,"Deaths per 1,000 live births",NA,NA,NA,NA,NA,NA,1
